"","LULM","CLIM","LakeID","Year","DDL","DDLareal","TotLoad","TP","Chl","Secchi","Hyper","Pexport"
"1",1,1,1,2014,19957,0.405300568643379,19957,0.0259372133283562,6.06957390456501,2.2292816130624,0.0266912057372693,8321.85092816869
"2",1,1,1,2015,21079,0.428086921202275,21079,0.0265985097719648,6.30235681504149,2.21017391240119,0.0290213143747199,8074.42706661408
"3",1,1,1,2016,20745,0.421303818034119,20745,0.0263999099252107,6.23187774105154,2.21584476051391,0.0283077791947814,7692.53742004653
"4",1,1,1,2017,68080,1.38261575954509,68080,0.076363581401547,33.2904856446186,1.54106120884749,0.524032885104129,18573.4700030445
"5",1,1,1,2018,56521,1.14786758732738,56521,0.0589172938684578,22.682812744957,1.68396975370422,0.312009960574939,17354.6755004549
"6",1,1,1,2019,45135,0.916632818846466,45135,0.0456336486570667,15.0313739635933,1.83768999829757,0.159170956529516,15286.2195117839
"7",1,1,1,2020,46605,0.946486596263201,46605,0.0471639832985772,15.8686858203649,1.81708078470862,0.174853346111762,15640.3245689111
"8",1,1,1,2021,40563,0.823781478472786,40563,0.0411842007424445,12.6893140151698,1.90329488542354,0.117613313822972,14281.141658694
"9",1,1,1,2022,28665,0.58214865962632,28665,0.0315343264516408,8.20676900409138,2.08521106630514,0.0507777257958069,11321.6811160919
"10",1,1,1,2023,42752,0.868237205523964,42752,0.0432576223163128,13.7624460029682,1.87159712124959,0.136194709006999,14098.6285054682
"11",1,1,1,2024,76762,1.5589358245329,76762,0.0927882878687705,42.9609475589156,1.44175546831246,0.681872989168854,22205.4400524439
"12",1,1,1,2025,39399,0.800142160844842,39399,0.0401224419275059,12.1532099338038,1.92036821636177,0.10865593690823,14711.8671611876
"13",1,1,1,2026,26391,0.535966693744923,26391,0.0299656169882004,7.570314690491,2.12190996188232,0.0429971013844431,11220.3067231536
"14",1,1,1,2027,30423,0.61785134037368,30423,0.0328031407769901,8.74191382572373,2.0572752150143,0.0576878295940277,11419.4926937302
"15",1,1,1,2028,36134,0.733834281072299,36134,0.037288047033643,10.7704713712369,1.96908033882824,0.086663302948509,12397.19331249
"16",1,1,1,2029,65500,1.3302193338749,65500,0.0720682465596059,30.6805502582737,1.5718692072759,0.474581225400134,19236.1822441731
"17",1,1,1,2030,67255,1.3658610885459,67255,0.0749629361955184,32.4415663520135,1.55084636015208,0.508224706463673,20631.8961247254
"18",1,1,1,2031,71705,1.45623476848091,71705,0.0828346878846483,37.1725451182663,1.49879228256756,0.592511867188996,22395.8544290368
"19",1,1,1,2032,29343,0.595917952883834,29343,0.0320177441848917,8.40854600092033,2.07439251267889,0.0533446740545742,13102.6808983749
"20",1,1,1,2033,14456,0.293582453290008,14456,0.0229253287932228,5.07883515341189,2.32538129975502,0.0176628700041905,8576.93162167992
"21",1,1,1,2034,20504,0.416409423233144,20504,0.0262575304839965,6.18165087346995,2.21994563502106,0.0278035315453525,8785.58274321823
"22",1,1,1,2035,49506,1.00540211210398,49506,0.0503362645546321,17.6481604037612,1.77708479697515,0.209322496850324,14982.0974319142
"23",1,1,1,2036,23660,0.480503655564582,23660,0.028184438231068,6.88254790794069,2.16683877641371,0.0351540457030948,9521.43529775309
"24",1,1,1,2037,62485,1.26898862713241,62485,0.0673538629388451,27.8027219445395,1.60865286479586,0.417484169204593,18130.9464601689
"25",1,1,1,2038,34352,0.697644191714054,34352,0.0358264591125416,10.0868941813246,1.99618611546718,0.076434296043108,12547.4940305137
"26",1,1,1,2039,12720,0.258326563769293,12720,0.0220494670356263,4.8123790012818,2.35655998575524,0.0154941611665339,7183.11647425532
"27",1,1,1,2040,21595,0.438566206336312,21595,0.0269082696871285,6.41325700356315,2.20144147819974,0.030158077953447,8319.46730635933
"28",1,1,1,2041,12411,0.252051177904143,12411,0.0218971132043197,4.76703332945657,2.3621533153529,0.015136608102651,5839.95899281612
"29",1,1,1,2042,36704,0.745410235580829,36704,0.0377680305853189,10.9994514861167,1.96048807582076,0.090188391153311,10998.3106390995
"30",1,1,1,2043,17033,0.345917952883834,17033,0.0242900646307842,5.51353577872546,2.27985724396273,0.0214419346669208,6866.56910545396
"31",1,1,1,2044,16591,0.336941510966694,16591,0.0240503466529671,5.43546527104602,2.28760159516543,0.0207417444840408,6405.02126738231
"32",1,1,1,2045,51105,1.03787571080422,51105,0.0521751111195555,18.7032374335141,1.75541703990814,0.230352896725433,14240.3258891268
"33",1,1,1,2046,24557,0.498720552396426,24557,0.0287574735369104,7.099692345232,2.15197791294144,0.037564768729276,9038.03338423546
"34",1,1,1,2047,15223,0.309159220146223,15223,0.0233233031502142,5.20314925217538,2.31173763968393,0.018713552171743,6617.70406596677
"35",1,1,1,2048,31674,0.643257514216084,31674,0.0337370057814188,9.14706994257587,2.037624165275,0.0631329429681137,9995.85717141669
"36",1,1,1,2049,13594,0.276076360682372,13594,0.0224861604514828,4.94400275430659,2.3408109775747,0.0165511046789635,6005.14285885524
"37",1,1,1,2050,33352,0.677335499593826,33352,0.035031505103633,9.72401770952805,2.01156010664301,0.0711906224410483,10178.2065106881
"38",1,1,1,2051,23193,0.471019496344435,23193,0.0278906365186922,6.77275031372415,2.17461628089281,0.0339586648124254,8171.74967146668
"39",1,1,1,2052,19157,0.389053614947197,19157,0.0254757654571572,5.91036509263384,2.24300644187079,0.0251419810378236,7126.21386455969
"40",1,1,1,2053,29346,0.595978878960195,29346,0.0320198995862564,8.40945152048944,2.07434476791687,0.0533562999187598,9308.57273845842
"41",1,1,1,2054,32043,0.650751421608448,32043,0.0340175062958818,9.27059235789404,2.03186374218215,0.064828501890638,10154.522811033
"42",1,1,1,2055,35693,0.724878147847279,35693,0.0369208807806653,10.5967928630784,1.97575386664129,0.0840220624608203,11246.6556315334
"43",1,1,1,2056,18646,0.378675873273761,18646,0.0251853215962233,5.81152299518371,2.25181736801665,0.0241986336025717,7535.2774481351
"44",1,1,1,2057,41055,0.833773354995938,41055,0.0416413908167648,12.9230261259065,1.89612404078647,0.121588154474096,12390.401778804
"45",1,1,1,2058,15689,0.318623070674249,15689,0.0235684634304405,5.280734875867,2.30348739402883,0.0193815980182803,6951.41321893832
"46",1,1,1,2059,40102,0.814419171405361,40102,0.0407603735559429,12.4741844598217,1.91003851636343,0.113991609159421,12138.1679723348
"47",1,1,1,2060,16489,0.334870024370431,16489,0.0239953639408765,5.41766145867599,2.28939248571508,0.020583367931526,7086.68614779022
"48",1,1,1,2061,23113,0.469394800974817,23113,0.0278406146147155,6.75416063736302,2.17595141364075,0.0337578615955958,8148.2548154055
"49",1,1,1,2062,18059,0.366754670999188,18059,0.0248557649244563,5.70065398958111,2.26198144884213,0.0231575493096712,6862.88117036764
"50",1,1,1,2063,15342,0.31157595450853,15342,0.023385664934279,5.22281218136743,2.30962801203991,0.0188819688674321,5983.8924026008
"51",1,1,1,2064,12920,0.262388302193339,12920,0.0221486425624805,4.84205697360965,2.35294677013513,0.015730005468429,5159.91715692884
"52",1,1,1,2065,12632,0.256539398862713,12632,0.0220059706063784,4.79940261954088,2.3581515578896,0.0153914954910032,4836.89331011176
"53",1,1,1,2066,47031,0.955138099106418,47031,0.0476169841146175,16.1193210571863,1.81115162899982,0.179619768513427,12719.2558008447
"54",1,1,1,2067,42305,0.859159220146223,42305,0.0428259089340536,13.5362610112658,1.87802671218176,0.132209672858965,12678.0641635276
"55",1,1,1,2068,58695,1.19201868399675,58695,0.0618626638462328,24.4595852771112,1.65611524296514,0.348889541705031,17072.3035484916
"56",1,1,1,2069,33164,0.673517465475223,33164,0.0348840355110687,9.65741049123869,2.01446361210576,0.070242645149649,12023.9293148185
"57",1,1,1,2070,9855.1,0.200144191714054,9855.1,0.0206766124482873,4.41452731718362,2.40893065800983,0.0124746200198275,6306.12474374576
"58",1,2,1,2014,16610,0.337327376116978,16610,0.0240606024418866,5.43879041781601,2.28726815272319,0.0207713775090413,7537.25982571629
